"id","expression_code","category_code","expression_content","property_code","parent_expression_code","expression_level","serial_number","create_user","create_time","modify_user","modify_time","del_stat","version_no"
"2267","10a6110600202002","1095110600000007","开始时间","10a5110600200001","10a5110600200001","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2268","10a6110600201006","1095110600000007","发生时间","10a5110600200001","10a5110600200001","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2273","10a6110700203001","109511070000000a","结束时间","10a5110700200004","10a5110700200004","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2274","10a6110700202005","109511070000000a","开始时间","10a5110700200004","10a5110700200004","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2275","10a6110700201009","109511070000000a","发生时间","10a5110700200004","10a5110700200004","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2280","10a6110800203004","1095110800000000","结束时间","10a5110800200007","10a5110800200007","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2281","10a6110800202008","1095110800000000","开始时间","10a5110800200007","10a5110800200007","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2282","10a611080020100c","1095110800000000","发生时间","10a5110800200007","10a5110800200007","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2287","10a612010020300a","1095120100000006","结束时间","10a5120100200000","10a5120100200000","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2288","10a6120100202001","1095120100000006","开始时间","10a5120100200000","10a5120100200000","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2289","10a6120100201005","1095120100000006","发生时间","10a5120100200000","10a5120100200000","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2294","10a6120200203000","1095120200000009","结束时间","10a5120200200003","10a5120200200003","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2295","10a6120200202004","1095120200000009","开始时间","10a5120200200003","10a5120200200003","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2296","10a6120200201008","1095120200000009","发生时间","10a5120200200003","10a5120200200003","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2301","10a6120300203003","109512030000000c","结束时间","10a5120300200006","10a5120300200006","1","999","system_user","2024-01-16 18:32:55","admin","2024-01-21 19:00:46","1","0"
"2302","10a6120300202007","109512030000000c","开始时间","10a5120300200006","10a5120300200006","1","999","system_user","2024-01-16 18:32:55","admin","2024-01-21 19:00:46","1","0"
"2303","10a612030020100b","109512030000000c","发生时间","10a5120300200006","10a5120300200006","1","999","system_user","2024-01-16 18:32:55","admin","2024-04-22 23:42:07","1","0"
"2308","10a6120400203006","1095120400000002","结束时间","10a5120400200009","10a5120400200009","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2309","10a612040020200a","1095120400000002","开始时间","10a5120400200009","10a5120400200009","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2310","10a6120400201001","1095120400000002","发生时间","10a5120400200009","10a5120400200009","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2315","10a6120500203009","1095120500000005","结束时间","10a512050020000c","10a512050020000c","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2316","10a6120500202000","1095120500000005","开始时间","10a512050020000c","10a512050020000c","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2317","10a6120500201004","1095120500000005","发生时间","10a512050020000c","10a512050020000c","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2322","10a612060020300c","1095120600000008","结束时间","10a5120600200002","10a5120600200002","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-22 23:42:07","0","0"
"2323","10a6120600202003","1095120600000008","开始时间","10a5120600200002","10a5120600200002","1","999","system_user","2024-01-16 18:32:55","system_user","2024-01-21 19:00:46","0","0"
"2324","10a6120600201007","1095120600000008","发生时间","10a5120600200002","10a5120600200002","1","999","system_user","2024-01-16 18:32:55","system_user","2024-01-21 19:00:46","0","0"
"2329","10a6120700203002","109512070000000b","结束时间","10a5120700200005","10a5120700200005","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2330","10a6120700202006","109512070000000b","开始时间","10a5120700200005","10a5120700200005","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2331","10a612070020100a","109512070000000b","发生时间","10a5120700200005","10a5120700200005","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2336","10a6120800203005","1095120800000001","结束时间","10a5120800200008","10a5120800200008","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2337","10a6120800202009","1095120800000001","开始时间","10a5120800200008","10a5120800200008","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2338","10a6120800201000","1095120800000001","发生时间","10a5120800200008","10a5120800200008","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2343","10a614010020300c","1095140100000008","结束时间","10a5140100200002","10a5140100200002","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2344","10a6140100202003","1095140100000008","开始时间","10a5140100200002","10a5140100200002","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2345","10a6140100201007","1095140100000008","发生时间","10a5140100200002","10a5140100200002","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2350","10a6140200203002","109514020000000b","结束时间","10a5140200200005","10a5140200200005","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2351","10a6140200202006","109514020000000b","开始时间","10a5140200200005","10a5140200200005","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2352","10a614020020100a","109514020000000b","发生时间","10a5140200200005","10a5140200200005","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2357","10a6140300203005","1095140300000001","结束时间","10a5140300200008","10a5140300200008","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2358","10a6140300202009","1095140300000001","开始时间","10a5140300200008","10a5140300200008","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2359","10a6140300201000","1095140300000001","发生时间","10a5140300200008","10a5140300200008","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2364","10a6140400203008","1095140400000004","结束时间","10a514040020000b","10a514040020000b","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2365","10a614040020200c","1095140400000004","开始时间","10a514040020000b","10a514040020000b","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2366","10a6140400201003","1095140400000004","发生时间","10a514040020000b","10a514040020000b","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2371","10a614050020300b","1095140500000007","结束时间","10a5140500200001","10a5140500200001","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-22 23:42:07","0","0"
"2372","10a6140500202002","1095140500000007","开始时间","10a5140500200001","10a5140500200001","1","999","system_user","2024-01-16 18:32:55","system_user","2024-01-21 19:00:46","0","0"
"2373","10a6140500201006","1095140500000007","发生时间","10a5140500200001","10a5140500200001","1","999","system_user","2024-01-16 18:32:55","system_user","2024-01-21 19:00:46","0","0"
"2378","10a6140600203001","109514060000000a","结束时间","10a5140600200004","10a5140600200004","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2379","10a6140600202005","109514060000000a","开始时间","10a5140600200004","10a5140600200004","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2380","10a6140600201009","109514060000000a","发生时间","10a5140600200004","10a5140600200004","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2385","10a6140700203004","1095140700000000","结束时间","10a5140700200007","10a5140700200007","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2386","10a6140700202008","1095140700000000","开始时间","10a5140700200007","10a5140700200007","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2387","10a614070020100c","1095140700000000","发生时间","10a5140700200007","10a5140700200007","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2392","10a6140800203007","1095140800000003","结束时间","10a514080020000a","10a514080020000a","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2393","10a614080020200b","1095140800000003","开始时间","10a514080020000a","10a514080020000a","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2394","10a6140800201002","1095140800000003","发生时间","10a514080020000a","10a514080020000a","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2399","10a6150100203000","1095150100000009","结束时间","10a5150100200003","10a5150100200003","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2400","10a6150100202004","1095150100000009","开始时间","10a5150100200003","10a5150100200003","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2401","10a6150100201008","1095150100000009","发生时间","10a5150100200003","10a5150100200003","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2406","10a6150200203003","109515020000000c","结束时间","10a5150200200006","10a5150200200006","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2407","10a6150200202007","109515020000000c","开始时间","10a5150200200006","10a5150200200006","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2408","10a615020020100b","109515020000000c","发生时间","10a5150200200006","10a5150200200006","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2413","10a6150300203006","1095150300000002","结束时间","10a5150300200009","10a5150300200009","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2414","10a615030020200a","1095150300000002","开始时间","10a5150300200009","10a5150300200009","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2415","10a6150300201001","1095150300000002","发生时间","10a5150300200009","10a5150300200009","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2420","10a6150400203009","1095150400000005","结束时间","10a515040020000c","10a515040020000c","1","999","system_user","2024-01-16 18:32:55","admin","2024-01-21 19:00:46","1","0"
"2421","10a6150400202000","1095150400000005","开始时间","10a515040020000c","10a515040020000c","1","999","system_user","2024-01-16 18:32:55","admin","2024-01-21 19:00:46","1","0"
"2422","10a6150400201004","1095150400000005","发生时间","10a515040020000c","10a515040020000c","1","999","system_user","2024-01-16 18:32:55","admin","2024-01-21 19:00:46","1","0"
"2427","10a615050020300c","1095150500000008","结束时间","10a5150500200002","10a5150500200002","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2428","10a6150500202003","1095150500000008","开始时间","10a5150500200002","10a5150500200002","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2429","10a6150500201007","1095150500000008","发生时间","10a5150500200002","10a5150500200002","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2434","10a6220100303003","1095220100000009","结束时间","10a5220100300006","10a5220100300006","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2435","10a6220100302007","1095220100000009","开始时间","10a5220100300006","10a5220100300006","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2436","10a622010030100b","1095220100000009","发生时间","10a5220100300006","10a5220100300006","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2441","10a622020050300c","109522020000000c","结束时间","10a5220200500002","10a5220200500002","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2442","10a6220200502003","109522020000000c","开始时间","10a5220200500002","10a5220200500002","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2443","10a6220200501007","109522020000000c","发生时间","10a5220200500002","10a5220200500002","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2448","10a6240100303005","109524010000000b","结束时间","10a5240100300008","10a5240100300008","1","999","system_user","2024-01-16 18:32:55","admin","2024-01-21 19:00:46","1","0"
"2449","10a6240100302009","109524010000000b","开始时间","10a5240100300008","10a5240100300008","1","999","system_user","2024-01-16 18:32:55","admin","2024-01-21 19:00:46","1","0"
"2450","10a6240100301000","109524010000000b","发生时间","10a5240100300008","10a5240100300008","1","999","system_user","2024-01-16 18:32:55","admin","2024-01-21 19:00:46","1","0"
"2462","10a6340100203005","1095340100000001","结束时间","10a5340100200008","10a5340100200008","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2463","10a6340100202009","1095340100000001","开始时间","10a5340100200008","10a5340100200008","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2464","10a6340100201000","1095340100000001","发生时间","10a5340100200008","10a5340100200008","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2469","10a6340200203008","1095340200000004","结束时间","10a534020020000b","10a534020020000b","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2470","10a634020020200c","1095340200000004","开始时间","10a534020020000b","10a534020020000b","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2471","10a6340200201003","1095340200000004","发生时间","10a534020020000b","10a534020020000b","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2476","10a634030020300b","1095340300000007","结束时间","10a5340300200001","10a5340300200001","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2477","10a6340300202002","1095340300000007","开始时间","10a5340300200001","10a5340300200001","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2478","10a6340300201006","1095340300000007","发生时间","10a5340300200001","10a5340300200001","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2483","10a6440100203008","1095440100000004","结束时间","10a544010020000b","10a544010020000b","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2484","10a644010020200c","1095440100000004","开始时间","10a544010020000b","10a544010020000b","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2485","10a6440100201003","1095440100000004","发生时间","10a544010020000b","10a544010020000b","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2490","10a644020020300b","1095440200000007","结束时间","10a5440200200001","10a5440200200001","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2491","10a6440200202002","1095440200000007","开始时间","10a5440200200001","10a5440200200001","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2492","10a6440200201006","1095440200000007","发生时间","10a5440200200001","10a5440200200001","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2497","10a6440300203001","109544030000000a","结束时间","10a5440300200004","10a5440300200004","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2498","10a6440300202005","109544030000000a","开始时间","10a5440300200004","10a5440300200004","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2499","10a6440300201009","109544030000000a","发生时间","10a5440300200004","10a5440300200004","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2504","10a6440400203004","1095440400000000","结束时间","10a5440400200007","10a5440400200007","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2505","10a6440400202008","1095440400000000","开始时间","10a5440400200007","10a5440400200007","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2506","10a644040020100c","1095440400000000","发生时间","10a5440400200007","10a5440400200007","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2511","10a6520100203009","1095520100000005","结束时间","10a552010020000c","10a552010020000c","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2512","10a6520100202000","1095520100000005","开始时间","10a552010020000c","10a552010020000c","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2513","10a6520100201004","1095520100000005","发生时间","10a552010020000c","10a552010020000c","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2518","10a6520200303002","1095520200000008","结束时间","10a5520200300005","10a5520200300005","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2519","10a6520200302006","1095520200000008","开始时间","10a5520200300005","10a5520200300005","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2520","10a652020030100a","1095520200000008","发生时间","10a5520200300005","10a5520200300005","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2525","10a6520300203002","109552030000000b","结束时间","10a5520300200005","10a5520300200005","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2526","10a6520300202006","109552030000000b","开始时间","10a5520300200005","10a5520300200005","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2527","10a652030020100a","109552030000000b","发生时间","10a5520300200005","10a5520300200005","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2532","10a6520400203005","1095520400000001","结束时间","10a5520400200008","10a5520400200008","1","999","system_user","2024-01-16 18:32:55","system_user","2024-01-21 19:00:46","0","0"
"2533","10a6520400202009","1095520400000001","开始时间","10a5520400200008","10a5520400200008","1","999","system_user","2024-01-16 18:32:55","system_user","2024-01-21 19:00:46","0","0"
"2534","10a6520400201000","1095520400000001","发生时间","10a5520400200008","10a5520400200008","1","999","system_user","2024-01-16 18:32:55","system_user","2024-01-21 19:00:46","0","0"
"2539","10a6520500203008","1095520500000004","结束时间","10a552050020000b","10a552050020000b","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2540","10a652050020200c","1095520500000004","开始时间","10a552050020000b","10a552050020000b","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2541","10a6520500201003","1095520500000004","发生时间","10a552050020000b","10a552050020000b","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2546","10a652060020300b","1095520600000007","结束时间","10a5520600200001","10a5520600200001","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2547","10a6520600202002","1095520600000007","开始时间","10a5520600200001","10a5520600200001","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2548","10a6520600201006","1095520600000007","发生时间","10a5520600200001","10a5520600200001","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2553","10a653010020300a","1095530100000006","结束时间","10a5530100200000","10a5530100200000","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2554","10a6530100202001","1095530100000006","开始时间","10a5530100200000","10a5530100200000","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2555","10a6530100201005","1095530100000006","发生时间","10a5530100200000","10a5530100200000","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2560","10a6530200303003","1095530200000009","结束时间","10a5530200300006","10a5530200300006","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2561","10a6530200302007","1095530200000009","开始时间","10a5530200300006","10a5530200300006","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2562","10a653020030100b","1095530200000009","发生时间","10a5530200300006","10a5530200300006","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2567","10a6530300203003","109553030000000c","结束时间","10a5530300200006","10a5530300200006","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2568","10a6530300202007","109553030000000c","开始时间","10a5530300200006","10a5530300200006","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2569","10a653030020100b","109553030000000c","发生时间","10a5530300200006","10a5530300200006","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2574","10a6530400303009","1095530400000002","结束时间","10a553040030000c","10a553040030000c","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2575","10a6530400302000","1095530400000002","开始时间","10a553040030000c","10a553040030000c","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2576","10a6530400301004","1095530400000002","发生时间","10a553040030000c","10a553040030000c","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2581","10a654010020300b","1095540100000007","结束时间","10a5540100200001","10a5540100200001","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2582","10a6540100202002","1095540100000007","开始时间","10a5540100200001","10a5540100200001","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2583","10a6540100201006","1095540100000007","发生时间","10a5540100200001","10a5540100200001","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2588","10a6540200203001","109554020000000a","结束时间","10a5540200200004","10a5540200200004","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2589","10a6540200202005","109554020000000a","开始时间","10a5540200200004","10a5540200200004","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2590","10a6540200201009","109554020000000a","发生时间","10a5540200200004","10a5540200200004","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
