"id","direction_code","category_code","reversed","directed","origin","destination","reverse_expression","serial_number","create_user","create_time","modify_user","modify_time","del_stat","version_no","origin_name","generate_name","old_expression","destination_name"
"164","1095130310000001","1095130300000000","0","1","105101000000000b","1051030000000000","人处置事","999","test_user","2023-08-10 15:04:28","zstx","2024-06-14 09:02:54","0","0","人","人处置事","人处置事","事"
"165","1095130410000004","1095130400000003","0","1","105101000000000b","1051030000000000","人监测事","999","test_user","2023-08-10 15:04:38","zstx","2024-06-14 09:02:54","0","0","人","人监管事","人监测事","事"
"166","1095140110000009","1095140100000008","0","1","105101000000000b","1051040000000001","人设计物","999","test_user","2023-08-10 15:10:10","zstx","2024-06-14 09:02:54","0","0","人","人设计物","人设计物","物"
"167","109514021000000c","109514020000000b","0","1","105101000000000b","1051040000000001","人制造物","999","test_user","2023-08-10 15:10:32","zstx","2024-06-14 09:02:54","0","0","人","人制造物","人制造物","物"
"168","1095140310000002","1095140300000001","0","1","105101000000000b","1051040000000001","人使用物","999","test_user","2023-08-10 15:10:43","zstx","2024-06-14 09:02:54","0","0","人","人使用物","人使用物","物"
"169","1095140410000005","1095140400000004","0","1","105101000000000b","1051040000000001","人拥有物","999","test_user","2023-08-10 15:10:51","zstx","2024-06-14 09:02:54","0","0","人","人拥有物","人拥有物","物"
"171","109514061000000b","109514060000000a","0","1","105101000000000b","1051040000000001","人管理物","999","test_user","2023-08-10 15:11:07","zstx","2024-06-14 09:02:54","0","0","人","人管理物","人管理物","物"
"172","1095140710000001","1095140700000000","0","1","105101000000000b","1051040000000001","人维护物","999","test_user","2023-08-10 15:11:19","zstx","2024-06-14 09:02:54","0","0","人","人维护物","人维护物","物"
"173","1095140810000004","1095140800000003","0","1","1051040000000001","105101000000000b","物识别人","999","test_user","2023-08-10 15:11:40","guochengjie","2025-02-13 18:17:57","0","0","物","物感知人","物感知人","人"
"174","109515011000000a","1095150100000009","0","1","105101000000000b","1051050000000002","人创立组织","999","test_user","2023-08-10 15:14:09","zstx","2024-06-14 09:02:54","0","0","人","人创立组织","人创立组织","组织"
"175","1095150210000000","109515020000000c","0","1","105101000000000b","1051050000000002","人管理组织","999","test_user","2023-08-10 15:14:19","zstx","2024-06-14 09:02:54","0","0","人","人管理组织","人管理组织","组织"
"176","1095150310000003","1095150300000002","0","1","105101000000000b","1051050000000002","人从属组织","999","test_user","2023-08-10 15:14:29","zstx","2024-06-14 09:02:54","0","0","人","人从属组织","人从属组织","组织"
"178","1095150410000006","1095150400000005","0","1","1051050000000002","105101000000000b","组织授予人","999","test_user","2023-08-10 15:19:12","zstx","2024-06-14 09:02:54","0","0","组织","组织授予人","组织授予人","人"
"180","1095150510000009","1095150500000008","0","1","105101000000000b","1051050000000002","人服务组织","999","test_user","2023-08-10 15:22:56","zstx","2024-06-14 09:02:54","0","0","人","人服务组织","人服务组织","组织"
"182","109522011000000a","1095220100000009","0","1","105102000000000c","105102000000000c","地从属地","999","test_user","2023-08-10 15:25:03","zstx","2024-06-14 09:02:54","0","0","地","地从属地","地从属地","地"
"183","109522012000000b","1095220100000009","1","1","105102000000000c","105102000000000c","地包含地","999","test_user","2023-08-10 15:25:12","zstx","2024-06-14 09:02:54","0","0","地","地被地从属","地包含地","地"
"184","1095220230000002","109522020000000c","0","0","105102000000000c","105102000000000c","地地连接","999","test_user","2023-08-10 15:25:30","zstx","2024-06-14 09:02:54","0","0","地","地地连接","地地连接","地"
"185","1095220330000005","1095220300000002","0","0","105102000000000c","105102000000000c","地地空间","999","test_user","2023-08-10 15:28:13","zstx","2024-06-14 09:02:54","0","0","地","地地空间","地地空间","地"
"186","1095220410000006","1095220400000005","0","1","105102000000000c","105102000000000c","地承载地","999","test_user","2023-08-10 15:32:12","zstx","2024-06-14 09:02:54","0","0","地","地承载地","地承载地","地"
"187","1095220420000007","1095220400000005","1","1","105102000000000c","105102000000000c","地被地承载","999","test_user","2023-08-10 15:34:59","zstx","2024-06-14 09:02:54","0","0","地","地被地承载","地被地承载","地"
"188","109523011000000b","109523010000000a","0","1","105102000000000c","1051030000000000","地承载事","999","test_user","2023-08-10 15:35:28","zstx","2024-06-14 09:02:54","0","0","地","地承载事","地承载事","事"
"190","1095230310000004","1095230300000003","0","1","1051030000000000","105102000000000c","事影响地","999","test_user","2023-08-10 15:38:04","zstx","2024-06-14 09:02:54","0","0","事","事影响地","事影响地","地"
"191","109524011000000c","109524010000000b","0","1","105102000000000c","1051040000000001","地物空间","999","test_user","2023-08-10 15:38:50","zstx","2024-06-14 09:02:54","0","0","地","地空间物","地物空间","物"
"192","1095240210000002","1095240200000001","0","1","105102000000000c","1051040000000001","地承载物","999","test_user","2023-08-10 15:41:05","zstx","2024-06-14 09:02:54","0","0","地","地承载物","地承载物","物"
"193","1095240310000005","1095240300000004","0","1","105102000000000c","1051040000000001","地服务物","999","test_user","2023-08-10 15:41:37","zstx","2024-06-14 09:02:54","1","0","地","地服务物","地服务物","物"
"195","1095330110000001","1095330100000000","0","1","1051030000000000","1051030000000000","事从属事","999","test_user","2023-08-10 15:42:41","zstx","2024-06-14 09:02:54","0","0","事","事从属事","事从属事","事"
"196","1095330120000002","1095330100000000","1","1","1051030000000000","1051030000000000","事包含事","999","test_user","2023-08-10 15:42:51","zstx","2024-06-14 09:02:54","0","0","事","事被事从属","事包含事","事"
"197","1095330210000004","1095330200000003","0","1","1051030000000000","1051030000000000","事原因事","999","test_user","2023-08-10 15:43:59","zstx","2024-06-14 09:02:54","0","0","事","事因果事","事原因事","事"
"199","1095330220000005","1095330200000003","1","1","1051030000000000","1051030000000000","事结果事","999","test_user","2023-08-10 15:46:37","zstx","2024-06-14 09:02:54","0","0","事","事被事因果","事结果事","事"
"200","1095330330000009","1095330300000006","0","0","1051030000000000","1051030000000000","事事时序","999","test_user","2023-08-10 15:49:24","zstx","2024-06-14 09:02:54","0","0","事","事事关联","事事时序","事"
"201","1095340110000002","1095340100000001","0","1","1051040000000001","1051030000000000","物承载事","999","test_user","2023-08-10 15:50:15","zstx","2024-06-14 09:02:54","0","0","物","物承载事","物承载事","事"
"202","1095340210000005","1095340200000004","0","1","1051040000000001","1051030000000000","物辅助事","999","test_user","2023-08-10 15:50:26","zstx","2024-06-14 09:02:54","0","0","物","物辅助事","物辅助事","事"
"203","1095340310000008","1095340300000007","0","1","1051030000000000","1051040000000001","事影响物","999","test_user","2023-08-10 15:50:47","zstx","2024-06-14 09:02:54","0","0","事","事影响物","事影响物","物"
"204","1095440110000005","1095440100000004","0","1","1051040000000001","1051040000000001","物从属物","999","test_user","2023-08-10 15:52:30","zstx","2024-06-14 09:02:54","0","0","物","物从属物","物从属物","物"
"205","1095440120000006","1095440100000004","1","1","1051040000000001","1051040000000001","物包含物","999","test_user","2023-08-10 15:52:39","zstx","2024-06-14 09:02:54","0","0","物","物被物从属","物包含物","物"
"206","109544023000000a","1095440200000007","0","0","1051040000000001","1051040000000001","物物连接","999","test_user","2023-08-10 15:52:54","zstx","2024-06-14 09:02:54","0","0","物","物物连接","物物连接","物"
"207","1095440330000000","109544030000000a","0","0","1051040000000001","1051040000000001","物物空间","999","test_user","2023-08-10 15:53:05","zstx","2024-06-14 09:02:54","0","0","物","物物空间","物物空间","物"
"208","1095440410000001","1095440400000000","0","1","1051040000000001","1051040000000001","物承载物","999","test_user","2023-08-10 15:53:15","zstx","2024-06-14 09:02:54","0","0","物","物承载物","物承载物","物"
"209","1095440420000002","1095440400000000","1","1","1051040000000001","1051040000000001","物被物承载","999","test_user","2023-08-10 15:53:27","zstx","2024-06-14 09:02:54","0","0","物","物被物承载","物被物承载","物"
"210","1095440510000004","1095440500000003","0","1","1051040000000001","1051040000000001","物感知物","999","test_user","2023-08-10 15:53:44","zstx","2024-06-14 09:02:54","0","0","物","物感知物","物感知物","物"
"211","1095440520000005","1095440500000003","1","1","1051040000000001","1051040000000001","物被物感知","999","test_user","2023-08-10 15:53:53","zstx","2024-06-14 09:02:54","0","0","物","物被物感知","物被物感知","物"
"212","1095520110000006","1095520100000005","0","1","1051050000000002","105102000000000c","组织驻扎地","999","test_user","2023-08-10 15:54:23","zstx","2024-06-14 09:02:54","0","0","组织","组织驻扎地","组织驻扎地","地"
"213","1095520210000009","1095520200000008","0","1","1051050000000002","105102000000000c","组织建设地","999","test_user","2023-08-10 15:54:39","zstx","2024-06-14 09:02:54","0","0","组织","组织建设地","组织建设地","地"
"214","109552031000000c","109552030000000b","0","1","1051050000000002","105102000000000c","组织拥有地","999","test_user","2023-08-10 15:54:47","zstx","2024-06-14 09:02:54","0","0","组织","组织拥有地","组织拥有地","地"
"216","1095520510000005","1095520500000004","0","1","1051050000000002","105102000000000c","组织管理地","999","test_user","2023-08-10 15:55:03","zstx","2024-06-14 09:02:54","0","0","组织","组织管理地","组织管理地","地"
"217","1095520610000008","1095520600000007","0","1","1051050000000002","105102000000000c","组织维护地","999","test_user","2023-08-10 15:55:13","zstx","2024-06-14 09:02:54","0","0","组织","组织维护地","组织维护地","地"
"218","1095530110000007","1095530100000006","0","1","1051050000000002","1051030000000000","组织参与事","999","test_user","2023-08-10 15:55:36","zstx","2024-06-14 09:02:54","0","0","组织","组织参与事","组织参与事","事"
"219","109553021000000a","1095530200000009","0","1","1051030000000000","1051050000000002","事影响组织","999","test_user","2023-08-10 15:56:31","zstx","2024-06-14 09:02:54","0","0","事","事影响组织","事影响组织","组织"
"221","1095530310000000","109553030000000c","0","1","1051050000000002","1051030000000000","组织处置事","999","test_user","2023-08-10 15:56:56","zstx","2024-06-14 09:02:54","0","0","组织","组织处置事","组织处置事","事"
"223","1095530410000003","1095530400000002","0","1","1051050000000002","1051030000000000","组织监管事","999","test_user","2023-08-10 15:58:24","zstx","2024-06-14 09:02:54","0","0","组织","组织监管事","组织监管事","事"
"224","1095540110000008","1095540100000007","0","1","1051050000000002","1051040000000001","组织生产物","999","test_user","2023-08-10 15:59:39","zstx","2024-06-14 09:02:54","0","0","组织","组织生产物","组织生产物","物"
"225","109554021000000b","109554020000000a","0","1","1051050000000002","1051040000000001","组织拥有物","999","test_user","2023-08-10 15:59:47","zstx","2024-06-14 09:02:54","0","0","组织","组织拥有物","组织拥有物","物"
"227","1095540410000004","1095540400000003","0","1","1051050000000002","1051040000000001","组织管理物","999","test_user","2023-08-10 16:00:04","zstx","2024-06-14 09:02:54","0","0","组织","组织管理物","组织管理物","物"
"228","1095540510000007","1095540500000006","0","1","1051050000000002","1051040000000001","组织维护物","999","test_user","2023-08-10 16:00:14","zstx","2024-06-14 09:02:54","0","0","组织","组织维护物","组织维护物","物"
"229","109554061000000a","1095540600000009","0","1","1051050000000002","1051040000000001","组织设计物","999","test_user","2023-08-10 16:00:25","zstx","2024-06-14 09:02:54","0","0","组织","组织设计物","组织设计物","物"
"230","1095540710000000","109554070000000c","0","1","1051050000000002","1051040000000001","组织使用物","999","test_user","2023-08-10 16:00:34","zstx","2024-06-14 09:02:54","0","0","组织","组织使用物","组织使用物","物"
"231","1095550110000009","1095550100000008","0","1","1051050000000002","1051050000000002","组织从属组织","999","test_user","2023-08-10 16:00:45","zstx","2024-06-14 09:02:54","0","0","组织","组织管理组织","组织从属组织","组织"
"232","109555012000000a","1095550100000008","1","1","1051050000000002","1051050000000002","组织管理组织","999","test_user","2023-08-10 16:00:58","zstx","2024-06-14 09:02:54","0","0","组织","组织被组织管理","组织管理组织","组织"
"235","1095550310000002","1095550300000001","0","1","1051050000000002","1051050000000002","组织指导组织","999","test_user","2023-08-10 16:01:25","zstx","2024-06-14 09:02:54","0","0","组织","组织管辖组织","组织指导组织","组织"
"236","1095550320000003","1095550300000001","1","1","1051050000000002","1051050000000002","组织被组织指导","999","test_user","2023-08-10 16:01:34","zstx","2024-06-14 09:02:54","0","0","组织","组织被组织管辖","组织被组织指导","组织"
"237","1095550430000007","1095550400000004","0","0","1051050000000002","1051050000000002","组织组织协作","999","test_user","2023-08-10 16:01:43","zstx","2024-06-14 09:02:54","0","0","组织","组织组织协作","组织组织协作","组织"
"238","109555053000000a","1095550500000007","0","0","1051050000000002","1051050000000002","组织组织竞争","999","test_user","2023-08-10 16:01:54","zstx","2024-06-14 09:02:54","0","0","组织","组织组织竞争","组织组织竞争","组织"
"242","1095130510000007","1095130500000006","0","1","1051030000000000","105101000000000b","事影响人","999","test_user","2023-08-15 10:16:15","zstx","2024-06-14 09:02:54","0","0","事","事影响人","事影响人","人"
"244","1095120120000008","1095120100000006","1","1","105102000000000c","105101000000000b","地被人常驻","999","admin","2023-10-23 03:37:22","zstx","2024-06-14 09:02:54","0","0","地","地被人常驻","地被人常驻","人"
"245","109512022000000b","1095120200000009","1","1","105102000000000c","105101000000000b","地被人访问","999","admin","2023-10-23 03:37:47","zstx","2024-06-14 09:02:54","0","0","地","地被人访问","地被人访问","人"
"246","1095120320000001","109512030000000c","1","1","105102000000000c","105101000000000b","地被人途经","999","admin","2023-10-23 03:38:40","zstx","2024-06-14 09:02:54","0","0","地","地被人途经","地被人途经","人"
"247","1095120420000004","1095120400000002","1","1","105102000000000c","105101000000000b","地被人建设","999","admin","2023-10-23 03:39:02","zstx","2024-06-14 09:02:54","0","0","地","地被人建设","地被人建设","人"
"248","1095120520000007","1095120500000005","1","1","105102000000000c","105101000000000b","地被人拥有","999","admin","2023-10-23 03:39:16","zstx","2024-06-14 09:02:54","0","0","地","地被人拥有","地被人拥有","人"
"250","1095120720000000","109512070000000b","1","1","105102000000000c","105101000000000b","地被人管理","999","admin","2023-10-23 03:39:47","zstx","2024-06-14 09:02:54","0","0","地","地被人管理","地被人管理","人"
"251","1095120820000003","1095120800000001","1","1","105102000000000c","105101000000000b","地被人维护","999","admin","2023-10-23 03:40:01","zstx","2024-06-14 09:02:54","0","0","地","地被人维护","地被人维护","人"
"252","1095130120000009","1095130100000007","1","1","1051030000000000","105101000000000b","事被人制造","999","admin","2023-10-23 03:40:26","zstx","2024-06-14 09:02:54","0","0","事","事被人制造","事被人制造","人"
"253","109513022000000c","109513020000000a","1","1","1051030000000000","105101000000000b","事被人参与","999","admin","2023-10-23 03:40:47","zstx","2024-06-14 09:02:54","0","0","事","事被人参与","事被人参与","人"
"254","1095130320000002","1095130300000000","1","1","1051030000000000","105101000000000b","事被人处置","999","admin","2023-10-23 03:41:07","zstx","2024-06-14 09:02:54","0","0","事","事被人处置","事被人处置","人"
"255","1095130420000005","1095130400000003","1","1","1051030000000000","105101000000000b","事被人监测","999","admin","2023-10-23 03:41:33","zstx","2024-06-14 09:02:54","0","0","事","事被人监管","事被人监测","人"
"256","1095130520000008","1095130500000006","1","1","105101000000000b","1051030000000000","人被事影响","999","admin","2023-10-23 03:42:10","zstx","2024-06-14 09:02:54","0","0","人","人被事影响","人被事影响","事"
"257","109514012000000a","1095140100000008","1","1","1051040000000001","105101000000000b","物被人设计","999","admin","2023-10-23 03:43:23","zstx","2024-06-14 09:02:54","0","0","物","物被人设计","物被人设计","人"
"258","1095140220000000","109514020000000b","1","1","1051040000000001","105101000000000b","物被人制造","999","admin","2023-10-23 03:43:37","zstx","2024-06-14 09:02:54","0","0","物","物被人制造","物被人制造","人"
"259","1095140320000003","1095140300000001","1","1","1051040000000001","105101000000000b","物被人使用","999","admin","2023-10-23 03:43:53","zstx","2024-06-14 09:02:54","0","0","物","物被人使用","物被人使用","人"
"260","1095140420000006","1095140400000004","1","1","1051040000000001","105101000000000b","物被人拥有","999","admin","2023-10-23 03:44:09","zstx","2024-06-14 09:02:54","0","0","物","物被人拥有","物被人拥有","人"
"262","109514062000000c","109514060000000a","1","1","1051040000000001","105101000000000b","物被人管理","999","admin","2023-10-23 03:45:21","zstx","2024-06-14 09:02:54","0","0","物","物被人管理","物被人管理","人"
"263","1095140720000002","1095140700000000","1","1","1051040000000001","105101000000000b","物被人维护","999","admin","2023-10-23 03:45:33","zstx","2024-06-14 09:02:54","0","0","物","物被人维护","物被人维护","人"
"264","1095140820000005","1095140800000003","1","1","105101000000000b","1051040000000001","人被物识别","999","admin","2023-10-23 03:45:53","guochengjie","2025-02-13 18:17:50","0","0","人","人被物感知","人被物感知","物"
"265","109515012000000b","1095150100000009","1","1","1051050000000002","105101000000000b","组织被人创立","999","admin","2023-10-23 03:52:17","zstx","2024-06-14 09:02:54","0","0","组织","组织被人创立","组织被人创立","人"
"266","1095150220000001","109515020000000c","1","1","1051050000000002","105101000000000b","组织被人管理","999","admin","2023-10-23 03:53:09","zstx","2024-06-14 09:02:54","0","0","组织","组织被人管理","组织被人管理","人"
"267","1095150320000004","1095150300000002","1","1","1051050000000002","105101000000000b","组织包含人","999","admin","2023-10-23 03:54:29","zstx","2024-06-14 09:02:54","0","0","组织","组织被人从属","组织包含人","人"
"268","1095150420000007","1095150400000005","1","1","105101000000000b","1051050000000002","人被组织授予","999","admin","2023-10-23 03:54:43","zstx","2024-06-14 09:02:54","0","0","人","人被组织授予","人被组织授予","组织"
"269","109515052000000a","1095150500000008","1","1","1051050000000002","105101000000000b","组织被人服务","999","admin","2023-10-23 03:55:12","zstx","2024-06-14 09:02:54","0","0","组织","组织被人服务","组织被人服务","人"
"270","109523012000000c","109523010000000a","1","1","1051030000000000","105102000000000c","事被地承载","999","admin","2023-10-23 09:06:42","zstx","2024-06-14 09:02:54","0","0","事","事被地承载","事被地承载","地"
"271","1095230320000005","1095230300000003","1","1","105102000000000c","1051030000000000","地被事影响","999","admin","2023-10-23 09:07:05","zstx","2024-06-14 09:02:54","0","0","地","地被事影响","地被事影响","事"
"272","1095240220000003","1095240200000001","1","1","1051040000000001","105102000000000c","物被地承载","999","admin","2023-10-23 09:07:31","zstx","2024-06-14 09:02:54","0","0","物","物被地承载","物被地承载","地"
"273","1095240320000006","1095240300000004","1","1","1051040000000001","105102000000000c","物被地服务","999","admin","2023-10-23 09:08:45","zstx","2024-06-14 09:02:54","1","0","物","物被地服务","物被地服务","地"
"274","1095340120000003","1095340100000001","1","1","1051030000000000","1051040000000001","事被物承载","999","admin","2023-10-23 09:09:52","zstx","2024-06-14 09:02:54","0","0","事","事被物承载","事被物承载","物"
"275","1095340220000006","1095340200000004","1","1","1051030000000000","1051040000000001","事被物辅助","999","admin","2023-10-23 09:10:13","zstx","2024-06-14 09:02:54","0","0","事","事被物辅助","事被物辅助","物"
"276","1095340320000009","1095340300000007","1","1","1051040000000001","1051030000000000","物被事影响","999","admin","2023-10-23 09:10:30","zstx","2024-06-14 09:02:54","0","0","物","物被事影响","物被事影响","事"
"277","1095520120000007","1095520100000005","1","1","105102000000000c","1051050000000002","地被组织驻扎","999","admin","2023-10-23 09:12:48","zstx","2024-06-14 09:02:54","0","0","地","地被组织驻扎","地被组织驻扎","组织"
"278","109552022000000a","1095520200000008","1","1","105102000000000c","1051050000000002","地被组织建设","999","admin","2023-10-23 09:14:36","zstx","2024-06-14 09:02:54","0","0","地","地被组织建设","地被组织建设","组织"
"279","1095520320000000","109552030000000b","1","1","105102000000000c","1051050000000002","地被组织拥有","999","admin","2023-10-23 09:14:51","zstx","2024-06-14 09:02:54","0","0","地","地被组织拥有","地被组织拥有","组织"
"281","1095520520000006","1095520500000004","1","1","105102000000000c","1051050000000002","地被组织管理","999","admin","2023-10-23 09:15:25","zstx","2024-06-14 09:02:54","0","0","地","地被组织管理","地被组织管理","组织"
"282","1095520620000009","1095520600000007","1","1","105102000000000c","1051050000000002","地被组织维护","999","admin","2023-10-23 09:15:40","zstx","2024-06-14 09:02:54","0","0","地","地被组织维护","地被组织维护","组织"
"283","1095530120000008","1095530100000006","1","1","1051030000000000","1051050000000002","事被组织参与","999","admin","2023-10-23 09:16:02","zstx","2024-06-14 09:02:54","0","0","事","事被组织参与","事被组织参与","组织"
"284","109553022000000b","1095530200000009","1","1","1051050000000002","1051030000000000","组织被事影响","999","admin","2023-10-23 09:16:15","zstx","2024-06-14 09:02:54","0","0","组织","组织被事影响","组织被事影响","事"
"285","1095530320000001","109553030000000c","1","1","1051030000000000","1051050000000002","事被组织处置","999","admin","2023-10-23 09:16:34","zstx","2024-06-14 09:02:54","0","0","事","事被组织处置","事被组织处置","组织"
"286","1095530420000004","1095530400000002","1","1","1051030000000000","1051050000000002","事被组织监管","999","admin","2023-10-23 09:16:52","zstx","2024-06-14 09:02:54","0","0","事","事被组织监管","事被组织监管","组织"
"287","1095540120000009","1095540100000007","1","1","1051040000000001","1051050000000002","物被组织生产","999","admin","2023-10-23 09:17:13","zstx","2024-06-14 09:02:54","0","0","物","物被组织生产","物被组织生产","组织"
"288","109554022000000c","109554020000000a","1","1","1051040000000001","1051050000000002","物被组织拥有","999","admin","2023-10-23 09:17:27","zstx","2024-06-14 09:02:54","0","0","物","物被组织拥有","物被组织拥有","组织"
"290","1095540420000005","1095540400000003","1","1","1051040000000001","1051050000000002","物被组织管理","999","admin","2023-10-23 09:18:00","zstx","2024-06-14 09:02:54","0","0","物","物被组织管理","物被组织管理","组织"
"291","1095540520000008","1095540500000006","1","1","1051040000000001","1051050000000002","物被组织维护","999","admin","2023-10-23 09:18:47","zstx","2024-06-14 09:02:54","0","0","物","物被组织维护","物被组织维护","组织"
"292","109554062000000b","1095540600000009","1","1","1051040000000001","1051050000000002","物被组织设计","999","admin","2023-10-23 09:19:01","zstx","2024-06-14 09:02:54","0","0","物","物被组织设计","物被组织设计","组织"
"293","1095540720000001","109554070000000c","1","1","1051040000000001","1051050000000002","物被组织使用","999","admin","2023-10-23 09:20:06","zstx","2024-06-14 09:02:54","0","0","物","物被组织使用","物被组织使用","组织"
"294","1095240120000000","109524010000000b","1","1","1051040000000001","105102000000000c","物地空间","999","zstx","2023-11-27 09:13:30","system_user","2024-06-14 09:02:54","0","0","物","物被地空间","物地空间","地"
"297","1095530510000006","1095530500000005","0","1","1051050000000002","1051030000000000","组织制造事","999","admin","2023-12-14 07:08:42","system_user","2024-06-14 09:02:54","0","0","组织","组织制造事","组织制造事","事"
"298","1095530520000007","1095530500000005","1","1","1051030000000000","1051050000000002","事被组织制造","999","admin","2023-12-14 07:08:59","system_user","2024-06-14 09:02:54","0","0","事","事被组织制造","事被组织制造","组织"
"300","1095110930000006","1095110900000003","0","0","105101000000000b","105101000000000b","人人意向","999","admin","2024-01-16 18:28:08","system_user","2024-06-14 09:02:54","1","0","人","人人意向","人人意向","人"
"303","1095130710000000","109513070000000c","0","1","105101000000000b","1051030000000000","人意向事","999","admin","2024-01-16 18:29:18","admin","2024-06-14 09:02:54","1","0","人","人意向事","人意向事","事"
"304","1095130720000001","109513070000000c","1","1","1051030000000000","105101000000000b","事被人意向","999","admin","2024-01-16 18:29:30","admin","2024-06-14 09:02:54","1","0","事","事被人意向","事被人意向","人"
"307","109515061000000c","109515060000000b","0","1","105101000000000b","1051050000000002","人意向组织","999","admin","2024-01-16 18:30:26","system_user","2024-06-14 09:02:54","1","0","人","人意向组织","人意向组织","组织"
"308","1095150620000000","109515060000000b","1","1","1051050000000002","105101000000000b","组织被人意向","999","admin","2024-01-16 18:30:38","system_user","2024-06-14 09:02:54","1","0","组织","组织被人意向","组织被人意向","人"
"311","1095120910000005","1095120900000004","0","1","105101000000000b","105102000000000c","人意向地","999","admin","2024-01-18 17:16:21","system_user","2024-06-14 09:02:54","1","0","人","人意向地","人意向地","地"
"312","1095120920000006","1095120900000004","1","1","105102000000000c","105101000000000b","地被人意向","999","admin","2024-01-18 17:16:31","system_user","2024-06-14 09:02:54","1","0","地","地被人意向","地被人意向","人"
"313","1095140910000007","1095140900000006","0","1","105101000000000b","1051040000000001","人意向物","999","admin","2024-01-18 17:19:03","system_user","2024-06-14 09:02:54","1","0","人","人意向物","人意向物","物"
