,id,parent_statement_code,results,del_by_models,state,create_user,create_time,modify_user,modify_time,del_stat
10,1677,1095120110000007,"{other 1=[栖身之所, 养老地, 定居点], other 2=[宗教场所], 学校宿舍=[学者的书斋], 家庭住址=[居住社区, 居住地, 出生地, 居所, 住宅区, 固定居所, 常年住处], 工作地点=[治所], 度假酒店=[], 隔离场所=[]}","[修行之地, 办公地点, 生活场所, 居民区, 居住地, 住宅区, 运动员的训练营, 学者的书斋, 停留地, 乐手的排练室, 户籍所在地, 安家之处, 养老地, 居住社区, 修行所, 固定居所, 训练基地, 常年住处, 作家的写作角落, 居所, 学习场所, 个人宅邸, 寓所, 作坊, 宗教场所, 艺术家的工作室, 栖身之所, 出生地, 定居点, 治所]",,system_user,2024-03-31 19:47:57,system_user,2024-03-31 19:47:57,0
11,1678,109512021000000a,"{other 1=[探亲地点, 购物商场, 志愿服务地, 交友场所], other 2=[活动场所, 就医地点, 实习地点], 参会地点=[商务洽谈地, 会议场所, 出差地点], 就餐饭店=[婚宴酒店], 游览景点=[旅游目的地, 毕业旅行地, 摄影取景地, 个人度假村, 艺术馆所, 娱乐场所, 宗教场所, 考察场所]}","[文化遗址, 研究地点, 旅游目的地, 摄影取景地, 毕业旅行地, 志愿服务地, 个人度假村, 娱乐场所, 考察场所, 出差地点, 研究所访, 运动场地, 探亲地点, 购物商场, 学习场所, 婚宴酒店, 商务洽谈地, 健身中心, 艺术馆所, 修养居所, 宗教场所, 会议场所, 工作场所, 活动场所, 交友场所, 就医地点, 实习地点, 徒步路线终点]",,system_user,2024-03-31 19:48:36,system_user,2024-03-31 19:48:36,0
12,1679,1095120310000000,"{交通=[穿越的交通枢纽, 驶过的道路], 其他=[驶过的运动场所, 走遍的乡村, 漫游的景区, 步过的公园], 地理特征=[跨越的山脉, 行经的沙漠, 途径的森林, 走遍的丘陵, 穿行的山谷, 经过的平原, 漫游的草原], 城市与区域=[路过的城市, 经过的区域, 途径的省份, 经过的商业区, 行经的住宅区, 途径的地点], 文化与教育=[途径的历史文化名地, 路过的文教区, 经过的旅游景点], 水域=[横穿的河流, 航行过的海域, 穿越的湿地], 自然生态=[行经的生态保护区, 途中的岛屿], 路过地点=[驶过的运动场所, 途径的历史文化名地, 途径的工业区, 穿越的交通枢纽, 途中的岛屿, 走遍的乡村, 穿越的湿地, 路过的文教区, 漫游的景区, 行经的沙漠, 穿越的省份, 跨越的山脉, 途径的森林, 经过的商业区, 行经的生态保护区, 经过的旅游景点, 航行过的海域, 行经的住宅区, 横穿的河流, 路过的城市, 驶过的道路, 漫游的草原, 步过的公园, 经过的区域, 走遍的丘陵, 途径的地点, 穿行的山谷, 经过的平原, 行经之处]}","[途径的历史文化名地, 穿越的交通枢纽, 路过的文教区, 行经的沙漠, 穿越的省份, 经过的商业区, 行经的住宅区, 横穿的河流, 驶过的道路, 步过的公园, 经过的区域, 走遍的丘陵, 途径的地点, 穿行的山谷, 驶过的运动场所, 途径的工业区, 途中的岛屿, 走遍的乡村, 穿越的湿地, 漫游的景区, 跨越的山脉, 途径的森林, 行经的生态保护区, 经过的旅游景点, 航行过的海域, 路过的城市, 漫游的草原, 经过的平原, 行经之处]",,system_user,2024-03-31 19:49:17,system_user,2024-03-31 19:49:17,0
13,1680,1095120410000003,"{建设公共设施=[建设娱乐设施, 搭建展览馆, 筑就文化中心, 打造行政中心, 打造休闲胜地], 建设基础设施=[建设医疗设施, 搭建交通枢纽, 打造信息中心, 构筑商贸中心, 建设工业基地], 建设房屋=[建设开发, 建立生活区, 规划住宅区, 建造楼阁, 打造地基], 建设环境=[建设绿化带, 规划功能区, 规划旅游区, 营造居住环境, 营造商业圈, 营造艺术区], 建设综合体=[打造园区, 筑造场所, 创建地标]}","[创立科技园区, 构筑体育场馆, 建设医疗设施, 规划功能区, 构筑商贸中心, 成立基地, 构筑建筑群, 建立生活区, 营造居住环境, 打造行政中心, 打造地基, 建造楼阁, 营造艺术区, 规划住宅区, 创设教育园区, 建设绿化带, 建设娱乐设施, 搭建交通枢纽, 打造信息中心, 搭建展览馆, 建设开发, 规划旅游区, 筑就文化中心, 打造休闲胜地, 搭建园区, 建设工业基地, 筑造场所, 创立研究机构, 创建地标, 营造商业圈]",,system_user,2024-03-31 19:49:51,system_user,2024-03-31 19:49:51,0
14,1681,1095120510000006,"{地理关系=[地缘, 领地, 所属地区], 宅基地=[土地, 产业地, 所属地块, 使用地块, 所属地区], 空间占有=[地方, 所在地, 地域, 占领区域, 领域, 活动区域], 自有房屋=[居所, 私有领地, 根据地, 所属居住区, 权属地], 领土所有权=[所有地, 占有地, 所属领地, 地盘, 使用地, 管辖地域]}","[居住区, 产业地, 居住地, 占领区域, 地缘, 所有地, 占有地, 户籍地, 所属地块, 所属居住区, 权属地, 家园, 控制区, 使用地, 地界, 土地, 地方, 所在地, 地域, 居所, 领域, 活动区域, 私有领地, 根据地, 地盘, 所属领地, 使用地块, 领地, 所属地区, 管辖地域]",,system_user,2024-03-31 19:50:20,system_user,2024-03-31 19:50:20,0
15,1682,109512071000000c,"{other 1=[], 管辖区域=[地域维持, 地域经办, 地域实施, 地域监督, 监管地域, 地域照料, 地域主持, 地域施行, 地域打理, 地域治理, 区域管理, 地域运营, 地域责任, 管理范围, 地域运作, 地域管控, 地域掌舵, 地域经管, 治理区域, 地域执行, 场地负责]}","[地域维持, 地域调度, 地域把持, 地域经办, 地域实施, 地域监督, 监管地域, 领土掌管, 地域施行, 地域主持, 地域打理, 地域照料, 地域治理, 区域管理, 地域运营, 地域责任, 辖区内地, 管理范围, 地域运作, 地域管控, 地域掌舵, 地域经管, 治理区域, 地域执行, 场地负责, 负责地块]",,system_user,2024-03-31 19:50:53,system_user,2024-03-31 19:50:53,0
16,1683,1095120810000002,"{效力范围=[效力范围, 效力场所], 维护区域=[维护区域]}","[联络地点, 实践区域, 常去场所, 办公地点, 活动据点, 居住地, 实践场所, 影响区域, 专业领域, 主要地区, 负责区域, 所属社区, 操作现场, 活动区, 核心地带, 生活圈, 居住地点, 效力场所, 工作场所, 使用区域, 注册地, 学习地点, 活动范围, 业务区域, 主要活动地, 所属省份, 停留地域, 扎根地区, 所在城市]",,system_user,2024-03-31 19:51:22,system_user,2024-03-31 19:51:22,0
17,1684,1095130110000008,"{制造过程=[创作内容, 设立目标, 绘制蓝图, 制定路线, 构建案例, 建筑架构], 发起活动=[成立项目, 设立奖项, 创建事务, 创立制度], 引发事件=[构思设计, 制定标准, 编制方案, 研发产品]}","[构思策略, 发起运动, 编制方案, 制定规章, 创建事务, 创立制度, 构思设计, 拟定议题, 撰写报告, 绘制蓝图, 制定路线, 设立奖项, 发起讨论, 提出概念, 开办企业, 建筑架构, 构建案例, 制定计划, 提出议题, 安排活动, 设计流程, 研发产品, 组织会议, 设立目标, 成立项目, 创立公司, 制定标准, 打造平台, 创作内容, 编程软件]",,system_user,2024-03-31 19:51:54,system_user,2024-03-31 19:51:54,0
18,1685,109513021000000b,"{other 1=[], 参加活动=[加入计划, 参与决策, 参与策划, 参与筹备], 完成事项=[承担职责, 实施行动, 投入工作], 执行任务=[承担任务, 负责执行, 执行职责]}","[承担职责, 参与运作, 实施行动, 加入讨论, 投入工作, 参与策划, 进行沟通, 执行职责, 协同作业, 着手改进, 着手进行, 负责执行, 加入计划, 参与决策, 亲临现场, 具体实施, 主动介入, 参与项目, 开展调查, 承担任务, 着手解决问题, 着手处理, 直接介入, 参与实施, 执行协议, 执行操作, 进行协调, 负责安排, 参与筹备]",,system_user,2024-03-31 19:52:23,system_user,2024-03-31 19:52:23,0
19,1686,1095130310000001,"{other 1=[执行措施, 处理事务], 上报事件=[], 下发事件=[], 办结事件=[解决事件], 移交事件=[]}","[承担职责, 推进工程, 完成使命, 承担业务, 落实措施, 负责活动, 实施调整, 处理事务, 执行措施, 贯彻政策, 履行义务, 着手事项, 执行任务, 实施计划, 采纳建议, 评审案例, 执行命令, 决议问题, 执行流程, 组织会议, 安排事项, 通过方案, 管理项目, 策划方案, 执行操作, 进行协调, 解决事件, 开展行动, 布置作业, 落实工作]",,system_user,2024-03-31 19:52:49,system_user,2024-03-31 19:52:49,0
20,1687,1095130410000004,"{抽检事件=[审核事件, 检视业务], 监控事件=[看管事务, 照管项目], 监管操作事件=[监管操作, 被统筹工作], 督办事件=[过问业务, 管理事件], 被管控措施集合=[被管控措施], 被管理事件=[被管理活动, 被管理行动, 被管理措施, 被管理措施, 被监管项目, 被监督任务, 被控制活动, 被监察流程]}","[监督任务, 负责事项, 统筹工作, 评估事务, 被管理行动, 检视操作, 负责作业, 被管控措施, 管理措施, 过问业务, 调控工程, 被管辖事务, 监管操作, 检视业务, 监察流程, 被监管项目, 负责流程, 被控制活动, 照管项目, 协调整合, 主理事项, 管理活动, 看管事务, 被管理活动, 考察活动, 管理行动, 审核事件, 监督措施, 被统筹工作, 负责行动, 管辖事务, 负责工程, 审查案例, 监管项目, 被考察活动, 被监督措施, 被管理措施, 管理事件, 被调控工程, 被监督任务, 控制活动, 管控措施, 被监察流程]",,system_user,2024-03-31 19:53:28,system_user,2024-03-31 19:53:28,0
21,1688,1095140110000009,"{构思类=[构思品, 构思实体, 构想物], 艺术类=[艺术设计, 创作实体, 造型设计], 规划类=[规划产品], 设计稿=[设计实体, 设计项目, 设计单元, 设计作品, 设计实例, 设计制品]}","[设计实体, 设计单元, 艺术设计, 构想物, 构思实体, 创造物, 设计实例, 制作项, 打造对象, 制品, 原创设备, 创造产品, 设计品, 建造物, 设计项目, 创作物品, 发明物, 构建设备, 研发成果, 创作实体, 创制件, 设计制品, 构思品, 设计作品, 创造品, 造型设计, 创造项, 规划产品]",,system_user,2024-03-31 19:53:58,system_user,2024-03-31 19:53:58,0
22,1689,109514021000000c,"{other 1=[装置, 景观], other 2=[材料, 金属, 陶瓷, 家具, 制品, 工艺品], 生产产品=[衣物, 材料, 金属, 首饰, 建筑, 陶瓷, 器具, 家具, 物品, 设备, 制品, 配件, 机械, 结构, 器件, 装备, 织物, 工具], 绘制作品=[书籍], 雕刻作品=[雕像, 工艺品]}","[创造设备, 衣物, 材料, 金属, 器具, 构造建筑, 图稿, 烧制陶瓷, 物品, 刻画雕像, 程序, 编制程序, 机械, 结构, 模型, 器件, 装备, 织物, 工艺品, 铸就工具, 建筑, 家具, 搭建结构, 绘制图案, 拼接装置, 配件, 抛光制品, 雕像, 撰写书籍, 合成材料, 熔铸金属, 打造家具, 组装机械, 装置, 制作器件, 首饰, 图案, 创立装置, 制品, 设备, 打造物品, 构建装备, 精制首饰, 书籍, 裁剪衣物, 矿石, 塑造模型, 营造景观, 工具, 陶瓷, 研磨器具, 锻造合金, 编织织物, 熔炼矿石, 景观, 合金, 印刷图稿, 雕琢工艺品, 加工配件]",,system_user,2024-03-31 19:54:36,system_user,2024-03-31 19:54:36,0
23,1690,1095140310000002,"{other 1=[通讯设备使用, 健身器材锻炼, 化妆品涂抹, 娱乐设施享受, 烹饪用具烹饪, 游戏设备娱乐, 园艺工具栽培], other 2=[测量工具测量, 音乐器材演奏, 维修工具修理, 体育器材练习, 导航设备导航], 办公用品消耗=[办公设备处理, 学习用品利用], 医用耗材=[医疗设备配合], 吸烟=[], 喝酒=[], 日用品消耗=[饮食用品消耗, 清洁工具打扫, 洗涤用品清洗, 个人护理品应用, 家居用品使用], 燃料消耗=[]}","[测量工具测量, 施工机械操作, 电子产品操作, 通讯设备使用, 健身器材锻炼, 交通工具驾驶, 家居用品使用, 清洁工具打扫, 体育器材练习, 医疗设备配合, 导航设备导航, 饮食用品消耗, 化妆品涂抹, 衣物穿着, 工具操控, 绘图工具绘制, 娱乐设施享受, 洗涤用品清洗, 个人护理品应用, 办公设备处理, 音乐器材演奏, 维修工具修理, 烹饪用具烹饪, 游戏设备娱乐, 园艺工具栽培, 学习用品利用, 绘画材料创作]",,system_user,2024-03-31 19:55:09,system_user,2024-03-31 19:55:09,0
24,1691,1095140410000005,"{个人收藏与爱好=[个人收藏, 独有装饰品], 个人资产=[个人珠宝, 个人交通工具, 个人户外装备, 私有财产, 所属物品, 个人运动器材, 个人服饰, 私有车辆, 私人绘画作品, 个人厨具, 个人图书, 独享玩具, 私人电子产品, 拥有的艺术品, 独自家具], 独有物品=[专有宠物, 独有工具, 独有园艺工具, 独有器械, 专有设备], 私有股份=[拥有的投资品, 拥有的古董, 拥有的收藏品, 私有文献, 拥有的纪念品, 私有乐器]}","[专有宠物, 独有园艺工具, 个人珠宝, 个人交通工具, 个人户外装备, 独有器械, 私有财产, 所属物品, 拥有的古董, 私有文献, 个人服饰, 私有乐器, 私有车辆, 私人绘画作品, 个人图书, 专有设备, 私人电子产品, 拥有的艺术品, 独自家具, 拥有的投资品, 独有工具, 个人收藏, 个人手工制品, 拥有的收藏品, 个人运动器材, 独有装饰品, 拥有的纪念品, 个人厨具, 独享玩具]",,system_user,2024-03-31 19:55:45,system_user,2024-03-31 19:55:45,0
25,1692,109514061000000b,"{other 1=[管理生产物料, 管理组件, 管理产品], other 2=[管理研发物品, 管理项目物品], 管理库存=[管理库存商品], 管理文件=[管理资料], 管理设备=[管理信息技术设备], 管理资产=[管理零部件, 管理办公用品, 管理实验设备, 管理备品备件, 管理艺术品, 管理固定资产], 被管理物品=[管理物资, 管理动物, 管理植物, 管理消耗品, 管理收藏品, 管理教学物品, 管理器材, 管理安全装备, 管理娱乐设施, 管理医疗设备, 管理项目物品, 管理产品, 管理组件, 管理生产物料, 管理工具, 管理交通设备, 管理通讯工具, 管理展示品, 管理研发物品, 管理体育用品]}","[管理部件, 管理动物, 管理备品备件, 管理艺术品, 管理植物, 管理消耗品, 管理器材, 管理医疗设备, 管理项目物品, 管理库存商品, 管理人员, 管理交通设备, 管理通讯工具, 管理展示品, 管理研发物品, 管理体育用品, 管理资料, 管理物资, 管理信息技术设备, 管理办公用品, 管理实验设备, 管理收藏品, 管理教学物品, 管理安全装备, 管理娱乐设施, 管理产品, 管理组件, 管理生产物料, 管理工具, 管理固定资产]",,system_user,2024-03-31 19:56:17,system_user,2024-03-31 19:56:17,0
26,1693,1095140710000001,"{保养的乐器=[保养的乐器], 保养的设备=[保养的机器, 保养的实验仪器, 保养的健身器械], 保养的车辆=[], 维护的医疗设备=[维护的医疗设备], 维护的监控设备=[维护的监控设备], 维护的硬件设备=[维护的摄影器材, 维护的音响设备, 维护的电脑, 维护的通讯设备], 维护的软件=[]}","[保养的机器, 关照的玩具, 维护的音响设备, 护理的珠宝, 照看的宠物, 照料的游戏机, 照料的游艇, 维护的电脑, 照料的植物, 保养的实验仪器, 保养的健身器械, 保养的办公设备, 检修的机械, 管理的书籍, 维护的通讯设备, 护理的乐器, 照看的模型, 维护的摄影器材, 管理的自行车, 照看的艺术品, 关照的古董, 照料的工具, 监护的藏品, 关照的家电, 管理的园艺用品]",,system_user,2024-03-31 19:56:53,system_user,2024-03-31 19:56:53,0
27,1694,1095140810000004,"{感知目标相关=[注意目标, 目击目标, 觉察目标, 识别目标, 传感实体, 感受客体, 注意焦点, 感知客体, 注视物品, 领略对象, 传感目标, 审视之物, 感受目标, 体验实体, 感受物品, 洞察能量, 洞见之物, 目击对象, 觉察之物, 体验目标, 目击之物, 注意物品, 传感物品, 审视对象, 体验之物, 领略目标, 领略物品, 观察对象, 识别物品, 识别对象], 被检测人员=[], 购物意向考虑=[]}","[注意目标, 目击目标, 感受客体, 注视物品, 领略对象, 传感目标, 体验实体, 感受物品, 目击对象, 觉察之物, 体验目标, 目击之物, 传感物品, 观察对象, 识别物品, 识别对象, 觉察目标, 识别目标, 注意焦点, 感知客体, 审视之物, 感受目标, 洞见之物, 洞察能量, 注意物品, 审视对象, 体验之物, 领略目标, 领略物品, 传感实体]",,system_user,2024-03-31 19:57:27,system_user,2024-03-31 19:57:27,0
28,1695,109515011000000a,"{创办企业=[公司, 企业], 建立组织=[组织, 俱乐部, 联盟, 研究所, 机构], 成立协会=[社团, 学会, 同盟, 协会, 基金会], 组建委员会=[委员会]}","[学会, 创建学会, 同盟, 创设机构, 俱乐部, 创建联盟, 联盟, 企业, 协会, 建立公司, 委员会, 设立协会, 成立社团, 组织, 创办学会, 建立同盟, 创立基金会, 基金会, 组建团队, 成立企业, 开办企业, 设立团队, 集团, 创设公司, 组织学会, 成立研究所, 建立机构, 成立委员会, 建立集团, 设立企业, 创建社团, 组建公司, 创办集团, 组织集团, 公司, 社团, 组建联盟, 组织企业, 创办基金会, 团队, 研究所, 机构, 成立俱乐部, 创建企业]",,system_user,2024-03-31 19:58:02,system_user,2024-03-31 19:58:02,0
29,1696,1095150210000000,"{被管理的组织=[管辖下的团队, 受管理的部门, 管理的机构, 管理的部门, 管理的分支机构, 管理的公司, 管理的集团, 管理的企事业, 管理的团队, 管理的公司实体], 负责的组织实体=[负责的单位, 负责的组织, 负责的机构, 负责的组织实体, 领导的单位, 负责的办公室, 负责的子公司]}","[管辖下的团队, 掌舵的企业, 领导的部门, 组织的监管者, 受管理的部门, 负责的单位, 管理的机构, 负责的集团, 率领的团体, 管理的团体, 领导的企业, 管理的部门, 负责的组织, 负责的机构, 管理的分支机构, 管理的公司, 掌管的集体, 管理的集团, 调控的机构, 负责的分公司, 管辖的企业, 管理的企事业, 管理的团队, 领导的单位, 管理的公司实体, 负责的办公室, 负责的子公司]",,system_user,2024-03-31 19:58:30,system_user,2024-03-31 19:58:30,0
30,1697,1095150310000003,"{other 1=[组织归属, 集团分支, 组织分支], other 2=[组织成员, 社团成员, 团体成员], other 3=[公司旗下, 机构旗下, 企业所属], other 4=[归属组织, 团体归属, 所属团体], 工作单位=[公司部门, 机构部门, 企业部门, 公司组成部分], 隶属组织=[所属企业, 集团成员, 归属组织, 注册团体, 组织成员, 团体部门, 公司旗下, 组织归属, 集团分支, 社团成员, 机构旗下, 纳入团体, 机构隶属, 企业所属, 所属团体, 组织分支, 团体成员, 组织部门, 团体归属]}","[所属企业, 归属组织, 公司旗下, 集团分支, 机构旗下, 机构隶属, 企业部门, 所属团体, 加盟公司, 所在机构, 注册单位, 团体成员, 集团成员, 注册团体, 公司部门, 机构部门, 组织成员, 团体部门, 组织归属, 公司职员, 机构员工, 社团成员, 公司组成部分, 纳入团体, 企业所属, 企业分支, 组织分支, 任职单位, 组织部门, 团体归属]",,system_user,2024-03-31 19:59:03,system_user,2024-03-31 19:59:03,0
