"id","tag_code","tag_name","parent_tag_code","type","description","visible","serial_number","create_user","create_time","modify_user","modify_time","del_stat","version_no"
"1538","1000010","联系人大政协","1001","terminalNode","负责联系人大、政协有关工作。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1539","1000011","综合协调","1001","terminalNode","负责服务中央和国家机关、部队、中央在本地企事业单位的综合协调工作。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1540","1002","发改","0","parentNode",,NULL,"1","system_user","2024-11-11 14:40:05","xiexinyu","2024-11-12 08:08:29","0","0"
"1541","1000012","发展战略制定","1002","terminalNode","拟订并组织实施国民经济和社会发展战略、中长期规划和年度计划。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1542","1000013","规划体系建设","1002","terminalNode","牵头组织统一规划体系建设。负责专项规划、区域规划、空间规划与地区发展规划的统筹衔接。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1543","1000014","法规草案起草","1002","terminalNode","起草国民经济和社会发展、经济体制改革和对外开放的有关地方性法规草案、政府规章草案。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1544","1000015","经济体系目标制定","1002","terminalNode","提出加快建设现代化经济体系、推动高质量发展的总体目标、重大任务以及有关政策。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1545","1000016","重大工程评估督导","1002","terminalNode","组织开展重大规划、重大政策、重大工程等评估督导，提出有关调整建议。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1546","1000017","经济调控建议","1002","terminalNode","统筹提出国民经济和社会发展主要目标，监测预警经济和社会发展态势趋势，提出调控政策建议。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1547","1000018","价格政策制定","1002","terminalNode","拟订并组织实施有关价格政策，按权限组织制定、调整重要商品、服务价格和收费标准。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1548","1000019","经济体制改革协调","1002","terminalNode","指导推进和综合协调本市经济体制改革有关工作，提出有关改革建议。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1549","1000020","营商环境优化","1002","terminalNode","牵头推进优化营商环境工作，拟订并组织实施优化营商环境规划、计划和方案。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1550","1000021","外资政策制定","1002","terminalNode","提出利用外资和境外投资的战略、规划、总量平衡和结构优化政策。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1551","1000022","固定资产投资管理","1002","terminalNode","负责投资综合管理，拟订全社会固定资产投资总规模、结构调控目标和政策。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1552","1000023","区域协调发展","1002","terminalNode","落实区域协调发展战略、新型城镇化战略和重大政策，组织拟订有关区域规划和政策。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1553","1000024","产业政策制定","1002","terminalNode","组织拟订综合性产业政策，协调一二三产业发展重大问题并统筹衔接有关发展规划和重大政策。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1554","1000025","创新驱动发展","1002","terminalNode","推动实施创新驱动发展战略，统筹推进创新发展、高技术产业和战略性新兴产业发展。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1555","1000026","经济安全评估","1002","terminalNode","跟踪研判涉及经济安全风险隐患，提出有关工作建议。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1556","1000027","社会与经济协调","1002","terminalNode","负责社会发展与国民经济发展的政策衔接，协调有关重大问题。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1557","1000028","可持续发展战略","1002","terminalNode","推进实施可持续发展战略，综合协调和组织实施碳达峰碳中和工作。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1558","1000029","国防经济协调","1002","terminalNode","组织拟订推进经济建设与国防建设协调发展的战略和规划，协调有关重大问题。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1559","1000030","粮食储备管理","1002","terminalNode","管理粮食和物资储备局（简称粮食和储备局）。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1560","1003","教育","0","parentNode",,NULL,"2","system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1561","1000031","教育法制建设","1003","terminalNode","贯彻落实国家关于教育方面的法律法规、规章和政策，推进依法治教，起草本市相关的地方性法规草案、政府规章草案。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1562","1000032","教育规划编制","1003","terminalNode","组织编制教育事业发展规划，会同有关部门编制教育设施专项规划，并组织实施。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1563","1000033","教育统筹管理","1003","terminalNode","统筹、协调和指导教育工作。统一管理学前教育、基础教育、中等职业教育、高等教育及其他各类教育事业。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1564","1000034","教育公平促进","1003","terminalNode","负责推进义务教育均衡发展和促进教育公平。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1565","1000035","教育标准体系建设","1003","terminalNode","负责建立各级各类教育相关标准体系并组织实施。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1566","1000036","社会信用体系建设","1003","terminalNode","负责教育系统社会信用体系建设。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1567","1000037","综合教育改革","1003","terminalNode","指导本市教育系统及农村、企业、社区的综合教育改革工作。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1568","1000038","终身学习体系建设","1003","terminalNode","统筹、协调和指导学习型社会、终身学习服务体系建设工作。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1569","1000039","教育机构审批","1003","terminalNode","负责审核、审批国家机构外的社会组织或个人举办的学校及教育机构的设置、变更和终止，并履行监管职责。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1570","1000040","教材审定","1003","terminalNode","组织编写中等及中等以下教育学校的教材，审定基础教育地方教材。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1571","1000041","考试招生管理","1003","terminalNode","研究考试招生改革工作，负责招生考试与评价制度改革政策的制定和考试的组织管理工作。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1572","1000042","学生就业指导","1003","terminalNode","参与拟订高等学校毕业生就业政策并组织实施，指导大学生就业创业和征兵工作。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1573","1000043","思想政治与德育","1003","terminalNode","管理、指导基础教育学校思想政治工作、德育工作，指导体育、卫生、艺术、劳动、国防教育。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1574","1000044","科研与创新平台","1003","terminalNode","规划、指导高等学校的科研和科技创新平台的发展建设。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1575","1000045","教育督导","1003","terminalNode","统筹规划、组织实施教育督导工作，制定督导与评估的规章制度。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1576","1000046","质量监测评估","1003","terminalNode","负责各类教育发展状况、质量的监测和办学水平的督导评估。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1577","1000047","教师队伍建设","1003","terminalNode","主管教师工作，指导教师队伍建设，统筹师德师风建设，负责教师资格认定。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1578","1000048","教育经费管理","1003","terminalNode","负责教育经费筹措、基本建设投资的政策制定和教育经费管理。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1579","1000049","学校后勤管理","1003","terminalNode","规划、指导学校后勤和后勤改革工作，维护校园秩序。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1580","1000050","国际教育合作","1003","terminalNode","负责教育系统国际合作、对港澳台地区的教育交流与合作，及中外合作办学管理。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1581","1000051","教育科研与技术发展","1003","terminalNode","规划、指导教育科学研究、教学研究和教育现代信息技术发展。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1582","1000052","安全管理","1003","terminalNode","负责教育系统的安全管理工作，对教委组织活动的安全工作承担主体责任。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1583","1004","科技","0","parentNode",,NULL,"3","system_user","2024-11-11 14:40:05","xiexinyu","2024-11-12 07:52:31","0","0"
"1584","1000053","创新驱动战略实施","1004","terminalNode","贯彻落实国家创新驱动发展战略和科技工作的法律法规、规章和政策，起草相关地方性法规草案、政府规章草案，组织拟订相关政策措施并组织实施。",NULL,NULL,"system_user","2024-11-11 14:40:05","xiexinyu","2024-11-11 14:40:05","0","0"
"1585","1000054","国际科技创新中心建设","1004","terminalNode","牵头推进国际科技创新中心建设。承担推进科技创新中心建设办公室秘书处职能，组织拟订相关工作方案及年度计划，并开展监督落实。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1586","1000055","创新体系与科研机构管理","1004","terminalNode","统筹推进创新体系建设和科技体制改革，指导科研机构改革发展，负责新型研发机构的筹建、管理及服务。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1587","1000056","科技军民融合","1004","terminalNode","承担推进科技军民融合发展相关工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1588","1000057","科技发展决策咨询","1004","terminalNode","推进重大科技决策咨询制度建设，提出科技发展战略建议和科技发展布局。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1589","1000058","基础研究协调","1004","terminalNode","拟订基础研究规划、政策并组织实施，组织协调基础研究和应用基础研究。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1590","1000059","科技资源共享","1004","terminalNode","推进科研条件保障建设和科技资源开放共享。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1591","1000060","技术研发攻关","1004","terminalNode","统筹推进关键共性技术、前沿引领技术、现代工程技术、颠覆性技术研发和创新，组织重大技术攻关和成果应用示范。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1592","1000061","科技管理与资源配置","1004","terminalNode","负责科技管理工作，建立科技管理平台和科研项目资金协调、评估、监管机制。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1593","1000062","高新技术产业化","1004","terminalNode","组织拟订高新技术发展及产业化、科技服务业、科技促进城市发展的规划、政策及措施。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1594","1000063","技术转移与成果转化","1004","terminalNode","牵头技术转移体系建设，拟订科技成果转移转化的政策措施并组织实施。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1595","1000064","科技项目与奖励管理","1004","terminalNode","拟订科技项目管理的政策措施，负责科学技术奖励组织实施及自然科学基金管理。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1596","1000065","科研诚信建设","1004","terminalNode","负责科技监督评价体系建设，统筹开展科研诚信建设工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1597","1000066","外国专家引进","1004","terminalNode","负责引进国外智力工作，建立外国顶尖科学家及其团队吸引机制。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1598","1000067","科技人才队伍建设","1004","terminalNode","拟订科技人才队伍建设规划，推动高端科技创新人才队伍建设。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1599","1000068","科技合作与交流","1004","terminalNode","统筹推进与各省区市的科技领域交流合作、科技协作和支援合作工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1600","1000069","国际科技合作","1004","terminalNode","拟订科技对外交流与创新能力开放合作的规划，组织开展国际科技合作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1601","1000070","科技园区管理","1004","terminalNode","负责科技园区发展建设工作，承担统筹、规划、组织、协调、服务国家自主创新示范区建设。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1602","1000071","高新技术产业开发区促进","1004","terminalNode","组织落实国家促进高新技术产业开发区发展的政策措施。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1603","1000072","园区空间布局管理","1004","terminalNode","参与编制科技园区有关空间规划，优化空间布局和创新创业载体建设。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1604","1005","经济信息","0","parentNode",,NULL,"4","system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1605","1000073","法规草案起草","1005","terminalNode","起草本市相关地方性法规草案、政府规章草案，并组织实施。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1606","1000074","产业规划制定","1005","terminalNode","研究拟订并组织实施工业、软件和信息服务业发展规划和产业政策。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1607","1000075","产业布局优化","1005","terminalNode","推进产业布局调整和产业结构优化升级。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1608","1000076","产业运行监测","1005","terminalNode","监测分析工业、软件和信息服务业、信息化的运行态势，统计并发布相关信息。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1609","1000077","政策建议提供","1005","terminalNode","协调解决产业运行和发展中的有关问题，并提出政策建议。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1610","1000078","投资项目管理","1005","terminalNode","核准、备案和上报规划内和年度计划内工业和信息化领域固定资产投资项目。会同有关部门研究提出工业、软件和信息服务业方面利用外资和境外投资的重点领域和促进政策。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-13 02:53:01","0","0"
"1611","1000079","外资与境外投资政策","1005","terminalNode","提出工业、软件和信息服务业方面利用外资和境外投资的重点领域和促进政策。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","1","0"
"1612","1000080","技术创新指导","1005","terminalNode","指导工业、软件和信息服务业、信息化技术创新和技术进步，推进企业技术改造。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1613","1000081","科技专项管理","1005","terminalNode","组织实施工业、软件和信息服务业、信息化科技重大专项，推进科研成果产业化。指导相关行业质量管理工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-13 02:54:00","0","0"
"1614","1000082","质量管理指导","1005","terminalNode","指导相关行业质量管理工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","1","0"
"1615","1000083","新兴产业规划","1005","terminalNode","拟订高技术制造业、软件和信息服务业、新兴产业的规划、实施方案、政策及行业标准。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1616","1000084","装备制造业协调","1005","terminalNode","承担装备制造业组织协调，推进重大技术装备发展、自主创新和国产化。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1617","1000085","节能与清洁生产","1005","terminalNode","拟订并组织实施工业、软件和信息服务业的能源节约和资源综合利用、清洁生产政策。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1618","1000086","中小企业发展指导","1005","terminalNode","指导和促进中小企业发展，建立和完善中小企业服务体系。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1619","1000087","工业开发区管理","1005","terminalNode","指导和协调工业开发区的建设与发展，促进工业产业基地建设。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1620","1000088","信息化基础设施规划","1005","terminalNode","统筹协调信息化基础设施的规划和管理，促进网络融合。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1621","1000089","信用体系建设","1005","terminalNode","统筹协调社会信用体系建设。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1622","1000090","安全生产管理","1005","terminalNode","指导工业、软件和信息服务业安全生产管理，制定并实施网络与信息安全规划。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1623","1000091","无线电管理","1005","terminalNode","负责无线电频率资源和无线电台站的规划与管理，维护空中电波秩序。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1624","1000092","军工产业协调","1005","terminalNode","组织协调武器装备科研生产，推进军民融合与航空航天产业发展。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1625","1000093","国际合作与交流","1005","terminalNode","开展工业、软件和信息服务业领域对外合作与交流。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1626","1000094","人才资源配置","1005","terminalNode","负责工业、软件和信息服务业领域人力资源合理配置，组织人才培训。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1627","1006","民族宗教","0","parentNode",,NULL,"5","system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1628","1000095","民族宗教调研","1006","terminalNode","组织开展民族宗教问题的调查研究工作，起草相关地方性法规草案、政府规章草案，提出有关民族宗教工作的政策建议。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1629","1000096","政策落实检查","1006","terminalNode","督促检查民族宗教工作的政策措施落实情况，负责民族宗教法律法规和政策的宣传教育工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1630","1000097","民族事业发展推动","1006","terminalNode","参与拟订民族经济、文化、教育等专项规划，协助有关部门推动民族事业发展。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1631","1000098","民族文化活动协调","1006","terminalNode","配合有关部门承办重大民族文化、体育活动，协调开展少数民族古籍整理工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1632","1000099","民族团结创建","1006","terminalNode","开展民族团结进步创建活动，依法保护少数民族公民的合法权益，协调民族关系。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1633","1000100","民族事务服务体系","1006","terminalNode","协调推动有关部门履行民族工作相关职责，建立民族事务服务体系。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1634","1000101","少数民族经济支持","1006","terminalNode","配合有关部门推动民族乡村经济、清真食品行业和民族特需商品定点生产企业发展。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1635","1000102","民族经济研究","1006","terminalNode","开展民族乡村、清真食品行业经济发展状况分析研究工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1636","1000103","宗教事务管理","1006","terminalNode","依法管理宗教事务，保护公民宗教信仰自由和正常的宗教活动，维护宗教界合法权益。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1637","1000104","宗教中国化引导","1006","terminalNode","引导各宗教坚持中国化方向，发挥宗教界人士和信教群众在经济社会发展中的积极作用。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1638","1000105","宗教团体活动指导","1006","terminalNode","指导宗教团体依法依章开展活动，支持宗教团体加强自身建设。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1639","1000106","宗教院校管理","1006","terminalNode","指导宗教团体举办宗教院校。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1640","1000107","宗教外事管理","1006","terminalNode","负责宗教外事方面的有关工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1641","1000108","民族宗教干部培训","1006","terminalNode","负责培训民族宗教工作干部，协助有关部门承担少数民族干部培养、选拔和使用工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1642","1000109","突发事件处理","1006","terminalNode","配合有关部门处理涉及民族宗教方面的突发事件。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1643","1007","司法","0","parentNode",,NULL,"6","system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1644","1000110","依法治市政策研究","1007","terminalNode","承担全面依法治市重大问题的政策研究，协调提出依法治市规划建议，负责决策部署督察工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1645","1000111","立法统筹规划","1007","terminalNode","承担统筹规划立法工作的责任，提出立法规划和年度立法工作计划建议，监督立法计划的落实情况。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1646","1000112","法规规章起草","1007","terminalNode","负责起草或组织起草有关地方性法规、政府规章草案，承办部门报送的法规规章草案审查工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1647","1000113","立法协调与评估","1007","terminalNode","负责立法协调，承办政府规章的解释、立法后评估，及政府规章清理和编纂工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1648","1000114","规范性文件合法性审核","1007","terminalNode","审核以政府名义制发的规范性文件，承担区政府和市政府部门制定的规范性文件备案审查。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1649","1000115","法治政府建设","1007","terminalNode","承担统筹推进法治政府建设，监督依法行政工作，综合协调行政执法和行政复议。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1650","1000116","行政诉讼应诉代理","1007","terminalNode","负责政府行政诉讼的应诉代理工作及国务院裁决的行政复议案件相关工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1651","1000117","法治社会建设","1007","terminalNode","统筹规划法治社会建设，组织普法宣传，指导依法治理和法治创建工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1652","1000118","调解与人民参与法治","1007","terminalNode","指导调解工作和人民陪审员、监督员选任管理，推进司法所建设。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1653","1000119","社区矫正与安置帮教","1007","terminalNode","指导、监督社区矫正工作和刑满释放人员安置帮教工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
